permit_number,facility,address,city,state,zipcode,latitude,longitude
1-19684,Lakewood Diner,2885 Lakewood AVE,Atlanta,GA,30315,33.6979772,-84.4105161
1-19688,Einstein Bros. Bagels #3059,1789 Howell Mill RD,Atlanta,GA,30318,33.8034471,-84.4136965
1-19710,Olive Bistro Midtown,650 Ponce De Leon AVE STE 680-A,Atlanta,GA,30308,33.7736107,-84.3658288
1-19726,J. Christopher's,3070 Windward Plaza,Alpharetta,GA,30005,34.0933103,-84.2412232
1-19801,LAVA(Middle Floor & Upstairs),57 13th ST,Atlanta,GA,30309,33.7854769,-84.3857031
1-19802,LAVA (Downstairs),57 13th ST,Atlanta,GA,30309,33.7854769,-84.3857031
1-19828,Tijuana Joe's Cantina,7870 Roswell RD,Atlanta,GA,30350,33.9721474,-84.3590108
(1-1984),McDonald's #662,6049 Roswell RD,Atlanta,GA,30328,33.9198690,-84.3785141
1-19871,Mellow Mushroom,11770 Haynes Bridge STE 301,Alpharetta,GA,30009,34.0693559,-84.2946945
1-19880,Staybridge Suites,540 Pharr RD,Atlanta,GA,30305,33.8372692,-84.3706194
1-19882,Taco Mac,875 North Main ST STE 306,Alpharetta,GA,30004,34.0931491,-84.2796018
(1-1989),McDonald's #17563,8745 Roswell RD,Atlanta,GA,30350,33.9947666,-84.3506311
1-19891,Rheas III,675 Crossville,Roswell,GA,30075,34.0608999,-84.3813540
1-19904*,Chick-Fil-A,604 Holcomb Bridge RD,Roswell,GA,30076,34.0370721,-84.3426815
1-19938,Buca Di Beppo,2335 Mansell RD,Alpharetta,GA,30022,34.0374628,-84.3073989
1-19941,The Gallery Cafe,3655 Roswell RD,Atlanta,GA,30342,33.8551535,-84.3818643
(1-1998),McKinnon's Louisiana,3209 Maple DR N,Atlanta,GA,30305,33.8427104,-84.3721030
1-20020,Felix's On The Square,1510-G Piedmont RD,Atlanta,GA,30324,33.8080596,-84.3658903
(1-2007),Mellow Mushroom,931 Monroe DR,Atlanta,GA,30308,33.7787545,-84.3670198
1-20133*,Garden Deli,303 Peachtree ST NE Bl-1,Atlanta,GA,30308,33.7625918,-84.3853919
1-20294,Snow Mountain,10820 Abbotts Bridge STE 130,Duluth,GA,30097,34.0451341,-84.1774720
1-20299,Hooters OfPeachtree Street,209 Peachtree ST,Atlanta,GA,30303,33.7595406,-84.3873643
1-20454,La Parrilla,865 North Main ST,Alpharetta,GA,30004,34.0925015,-84.2805889
1-20485,Fickle Pickle,1085 Canton ST,Roswell,GA,30075,34.0282466,-84.3611672
1-20570,One Midtown Kitchen (open after 5:30 pm),559 Dutch Valley RD,Atlanta,GA,30324,33.7917797,-84.3688884
(1-2058),Model T,699 Ponce De Leon AVE,Atlanta,GA,30308,33.7729192,-84.3640217
(1-2059),Moe & Joe's,1033 North Highland AVE NE,Atlanta,GA,30306,33.7829300,-84.3541760
(1-2059),Moe & Joe's,1033 North Highland AVE NE,Atlanta,GA,30309,33.7829300,-84.3541760
1-20629,Atlanta Great Foods Caribbean Fiesta,4000 North Point PKWY,Alpharetta,GA,30022,34.0669819,-84.2611468
(1-2063),Moon Dogs,3179 Peachtree RD NE,Atlanta,GA,30305,33.8409959,-84.3752362
1-20660,Tilapia Express,209 Edgewood AVE SE STE 125,Atlanta,GA,30303,33.7540215,-84.3799140
1-20684,EL Porton Bar & Grill,910 Marietta HWY STE 90,Roswell,GA,30075,34.0046853,-84.3891517
1-20685,Seattle's Best Coffee,1230 Peachtree ST,Atlanta,GA,30309,33.7879505,-84.3851742
1-20717*,Dunwoody Country Club II,1600 Dunwoody Club DR,Dunwoody,GA,30350,33.9661428,-84.3138323
1-20739,Domino's Pizza,515 North Central AVE,Hapeville,GA,30354,33.6573203,-84.4056387
1-207438*,Benihana,229 Peachtree ST,Atlanta,GA,30303,33.7484009,-84.3954481
1-20769*,LT's Wings,1160 Fairburn RD,Atlanta,GA,30331,33.7230662,-84.5094789
1-20803*,Sodexo Federal Reserve Bank,1000 Peachtree ST,Atlanta,GA,30309,33.7824588,-84.3853336
(1-2081),Mount Vernon Towers,300 Johnson Ferry RD,Atlanta,GA,30328,33.9249817,-84.3765822
1-20877,Southeast Neighborhood Senior Center,1650 Newtown CIR SE,Atlanta,GA,30315,33.7087550,-84.3606949
1-20886,Wing Stop,8725 Roswell RD STE M,Atlanta,GA,30350,33.9948647,-84.3499327
1-20902,La Fonda Latina,923 Ponce De Leon AVE,Atlanta,GA,30306,33.7734952,-84.3571008
1-20908,Papa John's Pizza #1702,3425 Cascade,Atlanta,GA,30331,33.7243034,-84.4991128
1-20912,Just Around TheCorner,76 Spring ST,Atlanta,GA,30303,33.7647030,-84.3911235
1-20949*,South City Kitchen,1144 Crescent AVE,Atlanta,GA,30309,33.7859545,-84.3844341
1-20950,La Tavola,992 Virginia AVE,Atlanta,GA,30306,33.7824265,-84.3549179
1-20981,Ichaban,5306 Windward PKWY STE A,Alpharetta,GA,30004,34.0890161,-84.2726270
1-21004,Checker's,5175 Old National HWY,College Park,GA,30349,33.6141433,-84.4730254
1-21047,The Hungry Cherub,993-C Johnson Ferry RD STE 123,Atlanta,GA,30342,33.9075902,-84.3531339
1-21058,Woofs On Piedmont,2425 Piedmont RD,Atlanta,GA,30324,33.8212451,-84.3670609
1-21073,Happy Sumo Inc.,1155-A Mount Vernon HWY,Atlanta,GA,30338,33.9319371,-84.3503435
1-21172,Liberty Point Elementary School,9000 Highpoint,Union City,GA,30291,33.5977273,-84.5784710
(1-2118),Mt. Vernon Baptist Church,850 Mount Vernon HWY,Atlanta,GA,30327,33.9060508,-84.4136742
(1-2121),"Murphy's Restaurant, LLC",997 Virginia AVE,Atlanta,GA,30306,33.7820185,-84.3547638
(1-2127),North Fulton Child Development Center,89 Grove,Roswell,GA,30075,34.0184617,-84.3594253
(1-2130),Nakato Restaurant,1776 Cheshire Bridge RD N,Atlanta,GA,30324,33.8087006,-84.3646788
1-21300,Kwan's Deli & Korean Kitchen,267 Marietta ST,Atlanta,GA,30313,33.7605431,-84.3950598
1-21317,Jason's Deli,7300 North Point PKWY STE 118,Alpharetta,GA,30022,34.0426010,-84.3012731
1-21351,Wendy's #4013,7835 Senoia RD,Fairburn,GA,30213,33.5428982,-84.5775912
1-21352,Big Easy Grille,1193 Collier RD,Atlanta,GA,30318,33.8116773,-84.4245291
1-21361,Arby's #7367,1359 Virginia AVE,Eastpoint,GA,30354,33.6594329,-84.4336162
1-21362,Waffle House,1425 Virginia AVE,College Park,GA,30337,33.6594908,-84.4358724
1-21377,Omni Bakery,100 Cnn CTR,Atlanta,GA,30303,33.7585220,-84.3943580
1-21378,Omni Prime Meridian Rest/Main Kitchen & Cafeteria,100 Cnn CTR,Atlanta,GA,30303,33.7585220,-84.3943580
1-21380,Omni Latitudes Bar,100 Cnn CTR,Atlanta,GA,30303,33.7585220,-84.3943580
(1-2139),Neighbor's Pub,752 North Highland AVE UNIT C Suite - 2,Atlanta,GA,30306,33.7750439,-84.3529110
1-21398,The Patio,5950-G State Bridge,Duluth,GA,30097,34.0134779,-84.1877024
1-21406,Atkins Park Restaurant,794 North Highland AVE,Atlanta,GA,30306,33.7761465,-84.3527672
1-21406*,Atkins Park Restaurant,794 North Highland AVE,Atlanta,GA,30306,33.7761465,-84.3527672
1-21411,Willy's Mexicana Grill # 10,1228 West Paces Ferry RD NW,Atlanta,GA,30327,33.8491893,-84.4279979
1-21456,Community Grill,42 Johnson RD NW,Atlanta,GA,30318,33.7823788,-84.4543699
1-21459,97 Estoria,727 Wylie ST,Atlanta,GA,30316,33.7520664,-84.3633698
1-21465,Domino's Pizza,3435 Roosevelt HWY,Red Oak,GA,30272,33.6224951,-84.5015713
1-21483,Mt. Pisgah Elementary School,9820 Nesbit Ferry RD,Alpharetta,GA,30022,34.0185960,-84.2794977
1-21518,Park Tavern (Upstairs),500 10th ST NE,Atlanta,GA,30309,33.7822276,-84.3692580
1-21518,Park Tavern (Upstairs),500 Tenth ST NE,Atlanta,GA,30309,33.7822276,-84.3692580
1-21553,Smoothie King # 45,1270 West Paces Ferry RD,Atlanta,GA,30327,33.8481062,-84.4288300
1-21571*,New York Prime,3424 Peachtree RD,Atlanta,GA,30326,33.8516611,-84.3644939
1-21582,Gruby's New York Deli,860 Johnson Ferry RD,Atlanta,GA,30342,33.9076247,-84.3590930
(1-2162),Nino's Italian Restaurant,1931 Cheshire Bridge RD,Atlanta,GA,30324,33.8100563,-84.3596064
*1-21648,Piedmont Hospital (Dietary),1968 Peachtree RD NW,Atlanta,GA,30309,33.8088405,-84.3955264
1-21659*,Sandy Springs Christian Church,301 Johnson Ferry RD NW,Atlanta,GA,30328,33.9360247,-84.3913686
1-21680,Papi's East Cuban Cuisine,216 Ponce De Leon AVE,Atlanta,GA,30308,33.7727579,-84.3803666
1-21684,Employee Cafeteria Bake Shop,3300 Lenox RD NE,Atlanta,GA,30303,33.8467259,-84.3624199
(1-2169),North Fulton Training Center,5025 Roswell,Atlanta,GA,30342,33.8923220,-84.3806670
(1-2170),North Highland Pub,469 North Highland AVE,Atlanta,GA,30307,33.7667294,-84.3527877
1-21702,Osteria 832,832 North Highland AVE,Atlanta,GA,30306,33.7772170,-84.3528699
(1-2174),North Springs High School,7447 Roswell,Atlanta,GA,30328,33.9581455,-84.3632413
1-21740,Longhorn Steakhouse,3480 Camp Creek PKWY,Eastpoint,GA,30344,33.6558865,-84.5029234
1-21774,Dakota Blue,454 Cherokee AVE SE,Atlanta,GA,30312,33.7420571,-84.3733065
1-21803,Moe's Southwest Grill,1 Cnn CTR STE 249,Atlanta,GA,30303,33.7577472,-84.3948694
(1-2183),Nuevo Laredo Cantina,1495 Chattahoochee AVE NW,Atlanta,GA,30318,33.8094661,-84.4367339
(1-2184),Nurse Care Of Atlanta,2920 South Pharr CT NW,Atlanta,GA,30305,33.8354127,-84.3860316
1-21876*,Atlantic Seafood Co.,2345 Mansell RD,Alpharetta,GA,30122,34.0372760,-84.3070530
1-219*,Atlanta Fish Market,265 Pharr RD,Atlanta,GA,30305,33.8366490,-84.3788054
(1-2190),Odyssey III,276 Decatur ST,Atlanta,GA,30312,33.7499270,-84.3807762
*1-21952,Atlanta Athletic Club (Health Bar),1930 Bobby Jones DR,Johns Creek,GA,30097,34.0039986,-84.1918079
1-21963,Smoothie King,60 Luckie ST,Atlanta,GA,30303,33.7563531,-84.3891264
(1-2202),Olympic Flame Restaurant,1740 Marietta BLVD NW,Atlanta,GA,30318,33.8021562,-84.4366518
1-22054,Taste Of The South/Commissary,3850 Jonesboro RD SE,Atlanta,GA,30354,33.6505515,-84.3653367
1-22125*,McDonald's,970 Mansell RD,Roswell,GA,30076,34.0452953,-84.3333338
1-22149*,Chipotle,10800 Alpharetta HWY,Roswell,GA,30076,34.0437876,-84.3420447
(1-2217),Opus 1,1086 Alco ST NE,Atlanta,GA,30324,33.8175020,-84.3524609
1-22189,El Azteca # 3,1784 Peachtree ST,Atlanta,GA,30309,33.8033114,-84.3934749
1-22195*,Cafe Au-Lait,2300 Holcomb Bridge STE 410,Roswell,GA,30076,34.0048159,-84.2946945
(1-2226),Our Lady Perpetual Help,760 Pollard BLVD SW,Atlanta,GA,30315,33.7335797,-84.3900473
1-22326,Grand Hyatt Employee Cafeteria,3300 Peachtree RD,Atlanta,GA,30305,33.8452316,-84.3704266
1-22327,Grand Hyatt Pastry Room,3300 Peachtree RD,Atlanta,GA,30305,33.8452316,-84.3704266
(1-2235),Pi Kappa Alpha Fraternity House,260 Ferst ST,Atlanta,GA,30318,33.7767139,-84.3953007
1-22369,Sunshine II,10995 State Bridge RD STE D,Alpharetta,GA,30022,34.0500241,-84.2251214
1-22390*,Yasins,"3541 Martin Luther King, Jr. DR",Atlanta,GA,30331,33.7586049,-84.5036405
1-22394,My Sister's House,921 Howell Mill RD,Atlanta,GA,30318,33.7802640,-84.4101370
1-22436*,Westminster Commons,560 St. Charles AVE,Atlanta,GA,30308,33.7756077,-84.3686553
(1-2244),Palm Restaurant,3391 Peachtree RD,Atlanta,GA,30326,33.8483880,-84.3650279
1-22459,Richard's,1400 Northside DR,Atlanta,GA,30318,33.7929342,-84.4081974
1-22480,China Breeze,190 Marietta ST NW,Atlanta,GA,30303,33.7590584,-84.3950221
1-22503,Willy's California Style Burrito,1100 Hammond DR STE 460 A,Atlanta,GA,30328,33.9195355,-84.3525657
1-22524,Brittain Dining Hall,649 Techwood DR,Atlanta,GA,30332,33.7724996,-84.3919946
1-22528,Student Center,350 Ferst DR NW,Atlanta,GA,30332,33.7742484,-84.3988420
1-22541*,Tin Lizzy's,3639 Piedmont,Atlanta,GA,30305,33.8540915,-84.3819259
(1-2256),Papa John's Pizza #1703,4548 Jonesboro RD STE B,Union City,GA,30296,33.5671677,-84.5368398
1-22561,Atlanta Apparel Mart-Market Cafe Bar-1St Floor,230 Spring ST,Atlanta,GA,30303,33.7607065,-84.3893232
(1-2257),Papa John's Pizza #778,10995 State Bridge RD STE 3,Alpharetta,GA,30022,34.0500241,-84.2251214
1-22570,The Righteous Room,1051 Ponce De Leon AVE,Atlanta,GA,30306,33.7734687,-84.3529599
1-22582,Subway,1105 Woodstock RD,Roswell,GA,30075,34.0631324,-84.3961304
1-22604,Starbucks #75155,48 Fifth ST NW,Atlanta,GA,30308,33.7765156,-84.3885341
1-22606*,Westin Peachtree Plaza-The Cafe,210 Peachtree ST NW,Atlanta,GA,30303,33.7595348,-84.3884020
1-22607*,Westin Peachtree Plaza- Main Kitchen,210 Peachtree ST NW,Atlanta,GA,30303,33.7595348,-84.3884020
1-22644,Cherokee Country Club -Bar,665 Hightower TRL,Atlanta,GA,30350,33.9909584,-84.3632882
1-22665,Starbucks Retail Store,575 Morosgo DR,Atlanta,GA,30324,33.8218039,-84.3688268
1-22670,Park Place Deli,55 Park PL,Atlanta,GA,30303,33.7558710,-84.3874856
1-22672,Chick-Fil-A,3410 Camp Creek PL,Eastpoint,GA,30344,33.6564418,-84.5016942
1-22682,Java World II,247 Fourth ST,Atlanta,GA,30332,33.7760981,-84.3954719
1-22684,Teens At Work Culinary & Entrepreneurship Program,1367 Cleveland AVE,Eastpoint,GA,30344,33.6797268,-84.4335752
(1-2272),Parklane Elementary School,2809 Blount ST,Eastpoint,GA,30344,33.6783650,-84.4249572
1-22726,Georgia Tech Hotel & Conference Center Kitchen,800 Spring ST,Atlanta,GA,30308,33.7764020,-84.3892600
1-22738,Ted's Montana Grill,133 Luckie ST,Atlanta,GA,30303,33.7585528,-84.3906278
1-22786,Busy Bee Cafe,810 M.L.K. Jr. DR SW,Atlanta,GA,30314,33.7544851,-84.4140351
1-22789,Green Sprout,1529 Piedmont AVE STE D,Atlanta,GA,30324,33.7956505,-84.3688884
1-22802,Kipp South Fulton Academy,1286 East Washington AVE,Eastpoint,GA,30344,33.6755684,-84.4306831
(1-2282),Patrick Dugan's,777 Ponce De Leon AVE,Atlanta,GA,30306,33.7736049,-84.3618860
(1-2286),Paul D West Middle School,2376 Headland DR,Eastpoint,GA,30344,33.6888358,-84.4656883
1-22883,Chipotle,5250 Windward PKWY,Alpharetta,GA,30004,34.0913768,-84.2752348
1-22895,Chattahoochee YMCA Headstart Academy,2751 Peyton RD NW,Atlanta,GA,30318,33.8085961,-84.4779241
(1-2296),Peachtree Road Methodist Church,3180 Peachtree RD,Atlanta,GA,30305,33.8418157,-84.3757338
1-23015,Theta Chi,840 Techwood DR NW,Atlanta,GA,30313,33.7776106,-84.3923812
1-23072,Parkview Cafe,250 Williams ST,Atlanta,GA,30303,33.7615051,-84.3914096
1-23144,Starbucks Coffee #8600,3500 Peachtree RD NE,Atlanta,GA,30326,33.8528035,-84.3622556
1-23145,Nan Fine Thai,1350 Spring ST STE 1,Atlanta,GA,30309,33.7914918,-84.3898086
1-23184,Ruby Tuesday,3390 Camp Creek PKWY,Eastpoint,GA,30344,33.6568337,-84.5007108
1-23197,Chipotle,3424 Piedmont RD,Atlanta,GA,30305,33.8481102,-84.3741859
1-23199*,Benihana,2365 Mansell RD,Alpharetta,GA,30022,34.0371642,-84.3056311
1-23202,Panda Express,5230 Windward PKWY STE 109,Alpharetta,GA,30004,34.0912539,-84.2752008
1-23212,Starbucks #8571,4180 Old Milton PKWY,Alpharetta,GA,30004,34.0595932,-84.2350007
1-23255*,Tin Drum Cafe,88 5 Th ST STE A-1,Atlanta,GA,30308,33.7761511,-84.3844744
1-23322,Main Banquet Kitchen @ Omni Hotel @ CNN Center,220 Marietta ST,Atlanta,GA,30303,33.7590827,-84.3948437
1-23326,Domino's Pizza,45 Hudson Plaza,Fairburn,GA,30123,33.4571160,-84.4527770
1-23386,Dantanna's,3400 Woodale DR STE 304,Atlanta,GA,30326,33.8466898,-84.3582630
(1-2340),Piedmont Club Tack Room,1215 Piedmont AVE NE,Atlanta,GA,30309,33.7880276,-84.3767523
(1-2341),Piedmont Driving Club Kitchen,1215 Piedmont AVE NE,Atlanta,GA,30309,33.7880276,-84.3767523
1-23415*,Boston Market,1555 Holcomb Bridge RD,Roswell,GA,30076,34.0194013,-84.3164424
1-23425,Weekday Cafe,14 Park PL,Atlanta,GA,30303,33.7554655,-84.3880061
1-23426*,Subway,3379 Main ST,College Park,GA,30337,33.6634863,-84.4464498
1-23456,Emory University Hospital Midtown,550 Peachtree ST,Atlanta,GA,30308,33.7681453,-84.3860973
1-23462,Landmark Diner,60 Luckie ST,Atlanta,GA,30303,33.7563531,-84.3891264
1-23476,Helene S. Mills Multipurpose Facility,515 John Wesley Dobbs AVE,Atlanta,GA,30312,33.7587352,-84.3710311
1-23477,Landmark's Midtown Cinema,931 Monroe DR,Atlanta,GA,30308,33.7787545,-84.3670198
1-23562*,Morrison's SFMC Cafeteria,1170 Cleveland AVE,Eastpoint,GA,30344,33.6803213,-84.4269497
1-23580,Star Cafe,2053 Marietta BLVD,Atlanta,GA,30318,33.8113304,-84.4385387
1-23597,Spiga,1231 Collier RD STE P,Atlanta,GA,30318,33.8123852,-84.4276882
1-23642*,Moe's Southwest Grill,85 5th ST NW,Atlanta,GA,30308,33.7773189,-84.3900186
1-23672,Staybridge Suites,3980 North Point PKWY,Alpharetta,GA,30005,34.0687369,-84.2599387
1-23679,George's Delicatessen,1041 North Highland AVE,Atlanta,GA,30306,33.7830183,-84.3542355
1-23680,The Warren,818 North Highland AVE NE,Atlanta,GA,30306,33.7768388,-84.3526850
1-23703,The Metropolitan Club,5895 Windward PKWY,Alpharetta,GA,30005,34.0885073,-84.2534789
1-23710,Chili's,5035 Windward PKWY,Alpharetta,GA,30004,34.0928016,-84.2781247
1-23712,Little Thai Cuisine,220 Sandy Springs CIR,Atlanta,GA,30328,33.9249558,-84.3838556
1-23715,Chipotle,11720 Medlock Bridge,Duluth,GA,30097,34.0662492,-84.1699434
1-23717,El Potrillo Mexican Restaurant II,8465 Holcomb Bridge RD STE 570,Alpharetta,GA,30022,33.9869619,-84.2690306
1-23742,Panda Express,3360 Shelby LN STE 1060,Eastpoint,GA,30344,33.6575048,-84.5005937
1-23743,Papa John's Pizza #1723,3645 Market PL STE 150,Eastpoint,GA,30344,33.6582177,-84.5035136
1-23759,Epicures Of Asia,885 Woodstock RD,Roswell,GA,30075,34.0610096,-84.3847588
1-23762,Subway @ Candler Cafe,183 Edgewood AVE SE,Atlanta,GA,30303,33.7542947,-84.3816179
1-23773,Waffle House,7800 Senoia RD,Fairburn,GA,30213,33.5442892,-84.5764863
1-23774,Hapeville Neighborhood Senior Center,527 King Arnold ST,Hapeville,GA,30354,33.6590228,-84.4047089
1-23776,The Westin Peachtree Plaza-Sundial Bar Level 73,210 Peachtree ST,Atlanta,GA,30303,33.7596519,-84.3889470
1-23780*,The Westin Peachtree Plaza- The Lobby Bar Level 5,210 Peachtree ST,Atlanta,GA,30303,33.7596519,-84.3889470
1-23794,The Westin-Sundial Restaurant(Level 71),210 Peachtree ST,Atlanta,GA,30303,33.7596519,-84.3889470
(1-2380),Pizza Valley,3061 Washington RD,Eastpoint,GA,30344,33.6722765,-84.4588296
1-23800,Rays On The River Bar & Pastry,6700 Powers Ferry RD,Sandy Springs,GA,30339,33.9016386,-84.4377388
1-23804,Chipotle,5920 Roswell RD,Atlanta,GA,30328,33.9167626,-84.3794927
1-23837*,Java World,801 Atlantic DR,Atlanta,GA,30332,33.7775271,-84.3973423
1-23883,Blimpie,340 Boulevard NE,Atlanta,GA,30312,33.7634237,-84.3723585
1-23886,Courtyard Cafeteria At Atlanta Medical Center,303 Parkway DR NE,Atlanta,GA,30312,33.7629065,-84.3729609
1-23902,Thai Emerald,540 West Crossville,Roswell,GA,30075,34.0553848,-84.3783947
1-23908,Haagen Dazs,3393 Peachtree RD,Atlanta,GA,30326,33.8465156,-84.3626785
1-23955,Midtown Plaza Cafe,1360 Peachtree ST,Atlanta,GA,30309,33.7915470,-84.3861856
1-23971,"187 Midtown,LLC",187 10th ST,Atlanta,GA,30309,33.7815461,-84.3810431
1-24021,Brighton Gardens,3088 Lenox RD,Atlanta,GA,30324,33.8400859,-84.3588465
1-24023*,Minnie Howell Child Development Center,399 Macedonia RD,Atlanta,GA,30354,33.6630797,-84.3760132
1-24024,The Temple,1589 Peachtree ST,Atlanta,GA,30309,33.7985913,-84.3890952
1-24046,Marquette,868 Joseph E. Boone BLVD NE,Atlanta,GA,30314,33.7632911,-84.4161192
1-24050,Magic City,241 Forsyth ST,Atlanta,GA,30303,33.7482392,-84.3972797
1-24064,Dismas Charities,300 Wendell CT,Atlanta,GA,30336,33.7684619,-84.5193516
1-24065,St. Jude's Women's Recovery Center,1650 Alma ST NW,Atlanta,GA,30318,33.8040317,-84.4420867
1-24076*,St. Anne's Episcopal Church,3098 St. Anne's LN NW,Atlanta,GA,30327,33.8396686,-84.4185386
1-241*,Atlanta Speech School,3160 Northside PKWY NW,Atlanta,GA,30327,33.8415327,-84.4222725
1-24137,American Wing & Deli,2143 Main ST,Eastpoint,GA,30344,33.6966264,-84.4305292
1-24216,Little Bangkok Restaurant,2225 Cheshire Bridge,Atlanta,GA,30324,33.8159610,-84.3522742
1-24225,Aloha,550 Piedmont AVE NE,Atlanta,GA,30308,33.7695075,-84.3821978
1-24228,Rocky Mountain Pizza Company,1005 Hemphill AVE,Atlanta,GA,30318,33.7821274,-84.4044011
(1-2424),Pricci's,500 Pharr RD,Atlanta,GA,30305,33.8373594,-84.3714961
1-24264,"Figo Pasta, LLC",1170 Collier RD STE B,Atlanta,GA,30318,33.8108706,-84.4259240
1-24293*,Piccadilly Restaurant,2841 Greenbriar PKWY,Atlanta,GA,30331,33.6985812,-84.5433488
1-243*,Atlanta Transitional Center,332 Ponce De Leon AVE,Atlanta,GA,30308,33.7727036,-84.3763994
1-24316,Bab's,814 Juniper ST,Atlanta,GA,30308,33.7767485,-84.3831576
1-24323,Restaurant Eugene,2277 Peachtree RD,Atlanta,GA,30309,33.8153340,-84.3905990
(1-2433),Provinos,1255 Grimes Bridge RD,Roswell,GA,30075,34.0313066,-84.3413462
1-24386,Farmer's Basket,225 Peachtree ST NE,Atlanta,GA,30303,33.7602157,-84.3870849
1-24403,J. Christopher's,10930 Crabapple,Roswell,GA,30075,34.0476037,-84.3625294
1-24405,Ippolito's,2270 Holcomb Bridge RD,Roswell,GA,30076,34.0044844,-84.2959691
1-24441,Piccadilly Restaurant,2449 Godby RD,College Park,GA,30349,33.6169990,-84.4696770
1-24453,Las Margaritas,1842 Cheshire Bridge RD,Atlanta,GA,30324,33.8094654,-84.3623788
1-24457,Little House Cafe,2225 Marietta BLVD,Atlanta,GA,30318,33.8181111,-84.4481363
(1-2446),Q-Time Restaurant,1120 Ralph David Abernathy BLVD,Atlanta,GA,30310,33.7379083,-84.4244183
*1-24461,Atmosphere,1620 Piedmont AVE,Atlanta,GA,30324,33.7988482,-84.3684366
(1-2447),Peaches Of Atlanta Bar,779 Ralph David Abernathy BLVD,Atlanta,GA,30310,33.7384446,-84.4131673
1-24537,Roman Delight Pizza,231 Peachtree ST STE B-41,Atlanta,GA,30303,33.7602143,-84.3869346
(1-2454),R. Thomas's Deluxe Grill,1812 Peachtree ST,Atlanta,GA,30309,33.8043494,-84.3934602
(1-2456),Hampton Inn Northpoint,10740 Westside PKWY,Alpharetta,GA,30004,34.0414123,-84.3202951
1-24593,Country Club Of Roswell (Kitchen),2500 Club Springs DR,Roswell,GA,30076,34.0237786,-84.2835501
1-24594*,Country Club Of Roswell (Lounge),2500 Club Springs DR,Roswell,GA,30076,34.0237786,-84.2835501
1-24629,Jones Day Cafe',1420 Peachtree ST NE,Atlanta,GA,30309,33.7933806,-84.3873453
1-24655,International House Of Pancakes,301 North Central AVE,Hapeville,GA,30354,33.6540678,-84.3972387
1-24687,McDonald's,2442 Martin Luther King Jr. DR,Atlanta,GA,30311,33.7509556,-84.4672654
1-24694,Berean Christian Junior Academy/GAAA,401 Hamilton E. Holmes DR NW,Atlanta,GA,30318,33.7660539,-84.4691923
1-24697,Smoothie King,1572 Piedmont RD,Atlanta,GA,30324,33.8080596,-84.3658903
1-24699,JavaVino,579 North Highland AVE,Atlanta,GA,30307,33.7700982,-84.3522537
1-24728*,Great Wall Chinese Restaurant,6075 Old National HWY STE M,College Park,GA,30349,33.5886382,-84.4694382
1-24745,Ivy Hall Assisted Living,5690 State Bridge,Alpharetta,GA,30022,34.0196243,-84.1932503
1-24746,Chili's,11720 Medlock Bridge,Duluth,GA,30097,34.0662492,-84.1699434
(1-2477),Red Snapper Restaurant,2100 Cheshire Bridge RD,Atlanta,GA,30324,33.8126669,-84.3548827
1-24793,Landmark Diner,3652 Roswell RD,Atlanta,GA,30305,33.8540763,-84.3830340
1-24819,Chick-Fil-A @ Midtown II,725 West Peachtree ST,Atlanta,GA,30308,33.7739924,-84.3866474
1-24820,Willy's Mexicana Grill,725 West Peachtree ST,Atlanta,GA,30308,33.7739924,-84.3866474
